0,59.9 
1,59.9 
2,60.0 
3,60.0 
4,60.0 
5,60.0 
6,60.1 
7,60.1 
8,60.1 
9,60.1 
10,60.1 
11,60.1 
12,60.2 
13,60.2 
14,60.2 
15,60.2 
16,60.3 
17,60.3 
18,60.3 
19,60.3 
20,60.4 
21,60.4 
22,60.4 
23,60.4 
24,60.5 
25,60.5 
26,60.5 
27,60.5 
28,60.6 
29,60.6 
30,60.6 
31,60.6 
32,60.7 
33,60.7 
34,60.7 
35,60.7 
36,60.8 
37,60.8 
38,60.8 
39,60.8 
40,60.9 
41,60.9 
42,60.9 
43,61.0 
44,61.0 
45,61.0 
46,61.0 
47,61.1 
48,61.1 
49,61.1 
50,61.1 
51,61.1 
52,61.2 
53,61.2 
54,61.2 
55,61.2 
56,61.2 
57,61.3 
58,61.3 
59,61.3 
60,61.3 
61,61.4 
62,61.4 
63,61.4 
64,61.4 
65,61.5 
66,61.5 
67,61.5 
68,61.5 
69,61.5 
70,61.6 
71,61.6 
72,61.6 
73,61.7 
74,61.7 
75,61.7 
76,61.7 
77,61.7 
78,61.8 
79,61.8 
80,61.8 
81,61.8 
82,61.9 
83,61.9 
84,61.9 
85,62.0 
86,62.0 
87,62.0 
88,62.0 
89,62.0 
90,62.1 
91,62.1 
92,62.1 
93,62.2 
94,62.2 
95,62.2 
96,62.3 
97,62.3 
98,62.3 
99,62.3 
100,62.4 
101,62.4 
102,62.5 
103,62.5 
104,62.5 
105,62.6 
106,62.6 
107,62.7 
108,62.7 
109,62.7 
110,62.8 
111,62.8 
112,62.8 
113,62.9 
114,62.9 
115,62.9 
116,63.0 
117,63.0 
118,63.0 
119,63.0 
120,63.1 
121,63.1 
122,63.1 
123,63.2 
124,63.2 
125,63.3 
126,63.3 
127,63.3 
128,63.4 
129,63.4 
130,63.4 
131,63.5 
132,63.5 
133,63.5 
134,63.6 
135,63.6 
136,63.6 
137,63.7 
138,63.7 
139,63.7 
140,63.8 
141,63.8 
142,63.8 
143,63.9 
144,63.9 
145,63.9 
146,64.0 
147,64.0 
148,64.0 
149,64.1 
150,64.1 
151,64.1 
152,64.1 
153,64.2 
154,64.2 
155,64.2 
156,64.3 
157,64.3 
158,64.4 
159,64.4 
160,64.4 
161,64.5 
162,64.5 
163,64.5 
164,64.5 
165,64.6 
166,64.6 
167,64.6 
168,64.7 
169,64.7 
170,64.7 
171,64.7 
172,64.8 
